label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
Paper,0.4091305434703827,0.7576311826705933,0.48338156938552856,0.7049733400344849,0.529400110244751,0.6204911470413208,0.5670605897903442,0.5418928265571594,0.6079227924346924,0.4899609386920929,0.4708345830440521,0.5146324634552002,0.5080440640449524,0.41641587018966675,0.5274065136909485,0.35458385944366455,0.5417317152023315,0.3022124469280243,0.4148021936416626,0.5042685866355896,0.42526689171791077,0.39087462425231934,0.43473854660987854,0.3190879821777344,0.44040653109550476,0.2622983455657959,0.36266326904296875,0.5215489864349365,0.34318041801452637,0.4211083948612213,0.3333547115325928,0.3558216392993927,0.32763996720314026,0.3010331392288208,0.31466689705848694,0.561430811882019,0.28235042095184326,0.49814608693122864,0.26121312379837036,0.4530944228172302,0.24443988502025604,0.4093930125236511
Paper,0.41246652603149414,0.7625911831855774,0.4843085706233978,0.7092858552932739,0.5289289951324463,0.6252859234809875,0.5663799047470093,0.5472113490104675,0.6071063280105591,0.4928346574306488,0.4699862003326416,0.5195437669754028,0.5067923069000244,0.42374107241630554,0.5278327465057373,0.36394160985946655,0.5441299080848694,0.31204038858413696,0.41296935081481934,0.5086261034011841,0.42312687635421753,0.39636561274528503,0.4340269863605499,0.32570818066596985,0.44151946902275085,0.26882404088974,0.36029285192489624,0.5266839861869812,0.3375277817249298,0.42712515592575073,0.32790815830230713,0.3597753942012787,0.32379695773124695,0.30301201343536377,0.31286412477493286,0.5669554471969604,0.2808375656604767,0.4984155297279358,0.2616022229194641,0.4495914578437805,0.24802257120609283,0.40209895372390747
Paper,0.472750186920166,0.7187947630882263,0.512819766998291,0.6503610014915466,0.5198085904121399,0.5661994218826294,0.5270132422447205,0.491155743598938,0.5432925224304199,0.4363425374031067,0.43780389428138733,0.5013203620910645,0.43846186995506287,0.4128659665584564,0.4408416152000427,0.36048662662506104,0.4437812864780426,0.3158116936683655,0.38911134004592896,0.5117748975753784,0.35909488797187805,0.42606472969055176,0.3457242250442505,0.37353628873825073,0.3337307572364807,0.32939958572387695,0.3535553812980652,0.5442397594451904,0.296116441488266,0.4853876233100891,0.26030412316322327,0.44364532828330994,0.23346008360385895,0.4033682644367218,0.3321886658668518,0.5950799584388733,0.27603089809417725,0.5748096704483032,0.23959414660930634,0.5587469339370728,0.21030250191688538,0.5383018851280212
Paper,0.472750186920166,0.7187947630882263,0.512819766998291,0.6503610014915466,0.5198085904121399,0.5661994218826294,0.5270132422447205,0.491155743598938,0.5432925224304199,0.4363425374031067,0.43780389428138733,0.5013203620910645,0.43846186995506287,0.4128659665584564,0.4408416152000427,0.36048662662506104,0.4437812864780426,0.3158116936683655,0.38911134004592896,0.5117748975753784,0.35909488797187805,0.42606472969055176,0.3457242250442505,0.37353628873825073,0.3337307572364807,0.32939958572387695,0.3535553812980652,0.5442397594451904,0.296116441488266,0.4853876233100891,0.26030412316322327,0.44364532828330994,0.23346008360385895,0.4033682644367218,0.3321886658668518,0.5950799584388733,0.27603089809417725,0.5748096704483032,0.23959414660930634,0.5587469339370728,0.21030250191688538,0.5383018851280212
Paper,0.48320725560188293,0.7205451726913452,0.5228332281112671,0.6479927897453308,0.5227189660072327,0.5631341338157654,0.5214869379997253,0.4877775311470032,0.5329388976097107,0.4313235878944397,0.432340145111084,0.5059465169906616,0.4222360849380493,0.41766148805618286,0.4146871864795685,0.36493539810180664,0.40534472465515137,0.32071563601493835,0.3827502131462097,0.5219539403915405,0.34071972966194153,0.43766719102859497,0.31891775131225586,0.3857041597366333,0.29787975549697876,0.34341686964035034,0.35045120120048523,0.5584241151809692,0.28733012080192566,0.5036832094192505,0.2485467791557312,0.4634661078453064,0.2164008468389511,0.42449045181274414,0.33561939001083374,0.610798716545105,0.27624422311782837,0.5947378277778625,0.23811984062194824,0.5801531076431274,0.20616567134857178,0.5602853298187256
Paper,0.48320725560188293,0.7205451726913452,0.5228332281112671,0.6479927897453308,0.5227189660072327,0.5631341338157654,0.5214869379997253,0.4877775311470032,0.5329388976097107,0.4313235878944397,0.432340145111084,0.5059465169906616,0.4222360849380493,0.41766148805618286,0.4146871864795685,0.36493539810180664,0.40534472465515137,0.32071563601493835,0.3827502131462097,0.5219539403915405,0.34071972966194153,0.43766719102859497,0.31891775131225586,0.3857041597366333,0.29787975549697876,0.34341686964035034,0.35045120120048523,0.5584241151809692,0.28733012080192566,0.5036832094192505,0.2485467791557312,0.4634661078453064,0.2164008468389511,0.42449045181274414,0.33561939001083374,0.610798716545105,0.27624422311782837,0.5947378277778625,0.23811984062194824,0.5801531076431274,0.20616567134857178,0.5602853298187256
Paper,0.48790180683135986,0.7229540944099426,0.5246444344520569,0.6488325595855713,0.5221991539001465,0.5633311867713928,0.5182344317436218,0.488034725189209,0.5270335674285889,0.43058231472969055,0.4295296370983124,0.5097259879112244,0.41565272212028503,0.4225071370601654,0.40639492869377136,0.3695812225341797,0.3961654305458069,0.32495927810668945,0.38033828139305115,0.5280852317810059,0.3339708149433136,0.44639283418655396,0.3096906542778015,0.3934004008769989,0.28649216890335083,0.3498128056526184,0.34895095229148865,0.5661336183547974,0.2821902334690094,0.5124946236610413,0.2416757494211197,0.4734952449798584,0.20805850625038147,0.4355650246143341,0.3355760872364044,0.6188485622406006,0.2726668417453766,0.6023914813995361,0.23190802335739136,0.5872828364372253,0.1968105286359787,0.5660852193832397
Paper,0.48790180683135986,0.7229540944099426,0.5246444344520569,0.6488325595855713,0.5221991539001465,0.5633311867713928,0.5182344317436218,0.488034725189209,0.5270335674285889,0.43058231472969055,0.4295296370983124,0.5097259879112244,0.41565272212028503,0.4225071370601654,0.40639492869377136,0.3695812225341797,0.3961654305458069,0.32495927810668945,0.38033828139305115,0.5280852317810059,0.3339708149433136,0.44639283418655396,0.3096906542778015,0.3934004008769989,0.28649216890335083,0.3498128056526184,0.34895095229148865,0.5661336183547974,0.2821902334690094,0.5124946236610413,0.2416757494211197,0.4734952449798584,0.20805850625038147,0.4355650246143341,0.3355760872364044,0.6188485622406006,0.2726668417453766,0.6023914813995361,0.23190802335739136,0.5872828364372253,0.1968105286359787,0.5660852193832397
Paper,0.4862096309661865,0.7251824140548706,0.5242885947227478,0.6526807546615601,0.5236365795135498,0.5662837028503418,0.5198882222175598,0.489077091217041,0.5258427858352661,0.4301203489303589,0.4281870722770691,0.5138915777206421,0.415106862783432,0.4247531592845917,0.40500545501708984,0.37079620361328125,0.3946422040462494,0.32658085227012634,0.37891650199890137,0.5322954654693604,0.3335576355457306,0.44912976026535034,0.3085981607437134,0.3950725197792053,0.2850802540779114,0.35120952129364014,0.3475577235221863,0.5701094269752502,0.279721200466156,0.514955997467041,0.238925963640213,0.47577518224716187,0.205962136387825,0.43785592913627625,0.3343687057495117,0.6230154633522034,0.27040746808052063,0.6076118350028992,0.22888784110546112,0.5928139090538025,0.193449005484581,0.5716354846954346
Paper,0.4846726059913635,0.7276560664176941,0.5232701897621155,0.6557028293609619,0.5215717554092407,0.5703846216201782,0.5186132192611694,0.49325132369995117,0.5272815227508545,0.43521901965141296,0.42782533168792725,0.5157009363174438,0.41339585185050964,0.42712122201919556,0.4033714234828949,0.3737145662307739,0.3930225670337677,0.32961899042129517,0.3782700002193451,0.5345310568809509,0.33213043212890625,0.4513573944568634,0.3073049783706665,0.3981746435165405,0.2840157151222229,0.354604572057724,0.34660282731056213,0.572624683380127,0.27923211455345154,0.5176432132720947,0.23775693774223328,0.47762957215309143,0.2041090875864029,0.43930676579475403,0.33346396684646606,0.6257611513137817,0.26994335651397705,0.6103911995887756,0.22878432273864746,0.5952293872833252,0.19409753382205963,0.5742416977882385
